city,latitude,longitude,timestamp,aqi,pm2_5,pm10,no2,o3,co,so2,nh3,aqi_category,cluster_id,new_category,bmkg_normalized
Surabaya,-7.2575,112.7521,2026-04-23T10:42:11.491285,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:11.501852,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:11.512131,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:11.517321,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:11.525514,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:11.530868,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:11.537395,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:11.543606,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:11.548489,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:14.069301,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:14.075161,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:14.081223,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:14.088602,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:14.095585,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:14.101698,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:14.108845,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:14.115688,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:14.122228,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:14.127497,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:16.651977,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:16.658774,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:16.666283,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:16.672219,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:16.678700,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:16.685896,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:16.691794,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:16.698445,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:16.705850,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:16.712812,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:19.233019,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:19.239078,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:19.247086,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:19.254536,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:19.259904,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:19.266500,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:19.273635,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:19.280817,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:19.286432,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:19.292302,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:21.806147,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:21.812551,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:21.821499,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:21.827352,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:21.835327,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:21.841093,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:21.848208,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:21.854839,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:21.861257,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:21.866935,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:24.388516,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:24.395513,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:24.402634,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:24.409757,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:24.416096,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:24.423138,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:24.432024,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:24.437679,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:24.444285,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:24.450673,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:26.979263,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:26.985449,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:26.992913,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:27.000348,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:27.005997,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:27.012376,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:27.018598,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:27.026480,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:27.034879,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:27.043084,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:29.569471,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:29.575763,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:29.583362,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:29.589481,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:29.596468,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:29.603460,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:29.610767,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:29.617972,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:29.623548,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:29.628923,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:32.161920,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:32.169078,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:32.176644,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:32.182695,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:32.189178,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:32.195756,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:32.201480,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:32.208600,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:32.215609,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:32.222427,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:34.752830,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:34.759071,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:34.766746,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:34.774961,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:34.779977,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:34.786016,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:34.792091,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:34.799627,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:34.806167,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:34.810936,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:37.333998,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:37.340334,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:37.346692,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:37.354638,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:37.361661,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:37.368155,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:37.375776,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:37.383286,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:37.389152,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:37.397556,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:39.935134,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:42:39.941456,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:42:39.948989,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:42:39.955483,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:42:39.962293,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:42:39.968829,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:42:39.975202,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:42:39.981346,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:42:39.988147,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:42:39.994571,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
